working_capacity_0,working_capacity_1,working_capacity_2,working_capacity_3,fish_production_capacity_0,fish_production_capacity_1,crop_production_capacity_0,crop_production_capacity_1,crop_production_capacity_2,meat_production_capacity_0,meat_production_capacity_1,biodiversity_0,biodiversity_1,abiotic_resources_0,abiotic_resources_1,water_production_capacity_(drinking_water_&_irrigation_water)_0,water_production_capacity_(drinking_water_&_irrigation_water)_1,water_production_capacity_(drinking_water_&_irrigation_water)_2,Year,Company Name,target
40,66,1.0,790.0,85,229.0,53,9.0,775.0,11,47.0,15,780.0,1.0,89.0,1,39.0,69.0,2015,NISSAN MOTOR CO LTD,-0.0872
37,23,9.0,836.0,85,691.0,50,15.0,186.0,11,5.0,15,880.0,21.0,10.0,1,38.0,43.0,2015,DAIMLER AG,-0.0332
30,46,41.0,111.0,66,829.0,42,80.0,122.0,8,99.0,12,438.0,2.0,91.0,1,85.0,44.0,2015,HYUNDAI MOTOR CO,-0.0608
26,21,90.0,464.0,84,564.0,34,24.0,342.0,6,8.0,16,920.0,7.0,27.0,4,56.0,29.0,2015,CATERPILLAR INC.,-0.0658
19,76,72.0,233.0,37,884.0,30,69.0,947.0,5,11.0,7,424.0,84.0,871.0,2,7.0,14.0,2015,PEUGEOT S.A.,-0.0748
15,69,88.0,224.0,33,70.0,22,60.0,941.0,4,31.0,6,314.0,70.0,359.0,2,3.0,36.0,2015,RENAULT (REGIE NATIONALE DES USINES) SA,-0.07150000000000001
9,77,84.0,226.0,17,925.0,10,56.0,886.0,2,29.0,3,216.0,38.0,54.0,6,77.0,95.0,2015,MAHINDRA & MAHINDRA LIMITED,-0.16949999999999998
14,36,0.0,204.0,31,939.0,20,57.0,118.0,4,18.0,6,19.0,1.0,57.0,35,76.0,546.0,2015,KIA MOTORS CORPORATION,-0.0748
13,1,76.0,567.0,31,672.0,17,61.0,372.0,3,70.0,5,994.0,50.0,245.0,6,23.0,353.0,2015,SUZUKI MOTOR CORPORATION,-0.0894
12,11,70.0,348.0,24,612.0,17,65.0,570.0,3,45.0,4,642.0,1.0,46.0,32,60.0,507.0,2015,KOREA SHIPBUILDING & OFFSHORE ENGINEERING CO LTD,
9,58,22.0,901.0,20,782.0,12,82.0,407.0,2,61.0,3,846.0,50.0,552.0,1,11.0,97.0,2015,MAZDA MOTOR CORPORATION,-0.0644
8,33,98.0,73.0,18,848.0,11,1.0,414.0,2,41.0,3,445.0,8.0,24.0,32,28.0,320.0,2015,AUDI AG,-0.015600000000000001
4,83,69.0,414.0,12,160.0,6,58.0,943.0,1,45.0,2,277.0,1.0,93.0,2,98.0,44.0,2015,MAN SE,-0.33770000000000006
6,77,28.0,682.0,17,929.0,8,93.0,554.0,1,88.0,3,304.0,36.0,336.0,38,11.0,904.0,2015,MITSUBISHI MOTORS CORPORATION,-0.0643
6,66,83.0,454.0,27,56.0,8,47.0,260.0,1,60.0,3,627.0,47.0,953.0,29,19.0,566.0,2015,SUBARU CORP,-0.020099999999999996
6,43,52.0,633.0,15,736.0,8,71.0,975.0,1,81.0,2,987.0,26.0,916.0,31,15.0,583.0,2015,YAMAHA MOTOR CO LTD,-0.06849999999999999
6,8,88.0,64.0,12,467.0,6,84.0,16.0,1,42.0,2,416.0,2.0,21.0,40,94.0,654.0,2015,VOLVO AB,-0.0273
5,8,36.0,793.0,11,38.0,6,33.0,324.0,1,41.0,2,37.0,32.0,970.0,14,89.0,230.0,2015,KOMATSU LIMITED,-0.0265
4,76,8.0,960.0,11,157.0,6,41.0,334.0,1,45.0,2,55.0,30.0,816.0,8,13.0,832.0,2015,SAMSUNG HEAVY INDUSTRIES COMPANY LIMITED,
4,49,1.0,970.0,10,568.0,5,63.0,80.0,1,26.0,1,974.0,28.0,81.0,30,65.0,53.0,2015,HINO MOTORS LTD,-0.0555
2,77,82.0,290.0,5,625.0,2,93.0,561.0,65,628.0,1,52.0,23.0,6.0,1,79.0,66.0,2015,FORD OTOMOTIV SANAYI A.S.,-0.1577
4,22,56.0,210.0,10,585.0,5,71.0,137.0,1,27.0,1,887.0,47.0,605.0,10,84.0,475.0,2015,DAEWOO SHIPBUILDING & MARINE ENGINEERING COMPANY LIMITED,
1,65,96.0,107.0,4,516.0,2,3.0,982.0,36,598.0,896,418.64977022698787,13.0,66.0,33,72.0,306.0,2015,TOFAS TURK OTOMOBIL FABRIKASI A.S.,-0.154
2,2,26.0,34.0,6,516.0,2,42.0,107.0,47,883.0,1,291.0,31.0,316.0,9,20.0,720.0,2015,ISUZU MOTORS LIMITED,-0.0151
2,5,74.0,922.0,5,220.0,2,81.0,774.0,54,629.0,1,12.0,13.0,593.0,2,61.0,765.0,2015,HITACHI CONSTRUCTION MACHINERY CO LTD,-0.0421
1,25,87.0,711.0,2,319.0,1,31.0,395.0,28,321.0,395,418.64977022698787,5.0,52.0,59,58.0,638.0,2015,TVS MOTOR COMPANY LIMITED,-0.3005
1,56,5.0,136.0,4,141.0,2,11.0,638.0,39,711.0,813,418.64977022698787,13.0,605.0,10,64.0,4.0,2015,MITSUI E&S HOLDINGS CO LTD,-0.1531
1,57,3.0,577.0,3,799.0,2,10.0,918.0,47,904.0,683,418.64977022698787,10.0,754.0,2,78.0,744.0,2015,SSANGYONG MOTOR COMPANY LIMITED,
1,21,56.0,688.0,3,223.0,1,66.0,75.0,35,648.0,568,418.64977022698787,22.0,881.0,12,49.0,807.0,2015,DOOSAN INFRACORE COMPANY LIMITED,
66,33,457.0,445.7999546896239,1,505.0,91,763.0,437.0365710630131,20,127.0,277,418.64977022698787,597.0,357.94894756277694,1,50.0,469.0,2015,PALFINGER AKTIENGESELLSCHAFT,-0.0717
1,13,90.0,66.0,2,62.0,1,50.0,51.0,35,23.0,47,892.0,5.0,75.0,4,63.0,14.0,2015,SAMSUNG ELECTRONICS COMPANY LIMITED,-0.0536
23,3,65.0,503.0,55,108.0,30,61.0,791.0,6,97.0,9,983.0,63.0,865.0,12,25.0,973.0,2015,HON HAI PRECISION INDUSTRY COMPANY LIMITED,-0.0473
14,32,42.0,997.0,35,246.0,18,96.0,214.0,4,36.0,6,489.0,49.0,778.0,6,80.0,28.0,2015,SEAGATE TECHNOLOGY,-0.14529999999999998
13,33,84.0,130.0,33,744.0,17,62.0,409.0,4,2.0,6,239.0,64.0,850.0,6,19.0,71.0,2015,JABIL INC,-0.3358
10,53,69.0,280.0,26,735.0,13,91.0,969.0,3,17.0,4,945.0,52.0,796.0,7,18.0,97.0,2015,WESTERN DIGITAL CORPORATION,-0.09939999999999999
13,82,62.0,123.0,31,423.0,18,49.0,8.0,4,24.0,5,754.0,23.0,711.0,35,42.0,162.0,2015,CANON INCORPORATED,-0.048799999999999996
9,39,35.0,769.0,25,265.0,12,35.0,828.0,2,77.0,4,712.0,75.0,690.0,1,43.0,37.0,2015,WHIRLPOOL CORPORATION,-0.0739
5,79,73.0,427.0,22,693.0,7,37.0,389.0,1,41.0,4,414.0,1.0,88.0,1,36.0,79.0,2015,HEWLETT PACKARD ENTERPRISE CO,-0.0195
6,40,75.0,534.0,15,532.0,8,58.0,862.0,1,96.0,2,774.0,4.0,708.0,16,46.0,807.0,2015,TE CONNECTIVITY LTD,-0.0352
6,39,0.0,617.0,15,103.0,8,54.0,531.0,1,97.0,2,756.0,6.0,778.0,11,6.0,63.0,2015,SEIKO EPSON,-0.081
5,77,9.0,798.0,13,854.0,7,66.0,981.0,1,74.0,2,509.0,17.0,294.0,63,88.0,151.0,2015,PEGATRON CORPORATION,-0.053899999999999997
5,93,72.0,721.0,14,123.0,7,89.0,189.0,1,80.0,2,560.0,14.0,352.0,18,6.0,590.0,2015,QUANTA COMPUTER INCORPORATED,-0.11220000000000001
5,79,94.0,263.0,13,540.0,7,75.0,345.0,1,77.0,2,488.0,13.0,926.0,17,91.0,466.0,2015,"RICOH COMPANY,LTD ",-0.0626
2,45,12.0,310.0,5,995.0,3,24.0,91.0,75,79.0,1,50.0,19.0,313.0,2,47.0,68.0,2015,AAC TECHNOLOGIES HOLDINGS INCORPORATION,-0.0816
4,52,28.0,963.0,10,177.0,5,96.0,795.0,1,37.0,1,864.0,18.0,315.0,14,7.0,633.0,2015,NEC CORPORATION,-0.044500000000000005
4,29,10.0,460.0,9,809.0,5,69.0,922.0,1,32.0,1,779.0,3.0,91.0,30,22.0,27.0,2015,LITE-ON TECHNOLOGY CORPORATION,-0.1778
4,44,45.0,664.0,10,301.0,5,94.0,953.0,1,36.0,1,890.0,6.0,256.0,8,84.0,712.0,2015,KONICA MINOLTA INC,-0.07769999999999999
3,74,31.0,180.0,8,530.0,4,97.0,670.0,1,16.0,1,554.0,1.0,417.0,2,4.0,455.0,2015,FOXCONN TECHNOLOGY COMPANY LIMITED,-0.10369999999999999
3,9,80.0,956.0,7,422.0,4,11.0,759.0,93,669.0,1,344.0,8.0,881.0,2,43.0,515.0,2015,WISTRON,-0.43810000000000004
3,3,40.0,23.0,7,152.0,4,3.0,336.0,92,742.0,1,298.0,5.0,635.0,1,63.0,78.0,2015,INVENTEC CORPORATION,-0.1891
2,95,65.0,107.0,6,762.0,3,93.0,205.0,92,181.0,1,231.0,14.0,357.94894756277694,1,62.0,95.0,2015,CASETEK HOLDINGS LTD (CAYMAN),-6.0937
2,49,29.0,791.0,6,160.0,3,31.0,181.0,73,747.0,1,112.0,12.0,73.0,10,0.0,219.0,2015,COMPAL ELECTRONICS INCORPORATED,-0.0768
2,4,46.0,678.0,4,820.0,2,70.0,233.0,62,639.0,887,418.64977022698787,4.0,203.0,13,30.0,600.0,2015,CELESTICA INCORPORATED,-0.11359999999999999
83,55,766.0,445.7999546896239,3,440.0,1,4.0,702.0,21,60.0,704,418.64977022698787,16.0,794.0,90,16.0,671.0,2015,ARCELIK AS,-0.050499999999999996
1,79,18.0,341.0,4,148.0,2,38.0,184.0,55,703.0,755,418.64977022698787,670.0,357.94894756277694,30,86.0,743.0,2015,HUSQVARNA,-0.044199999999999996
1,36,30.0,602.0,3,48.0,1,82.0,997.0,41,329.0,560,418.64977022698787,4.0,413.0,2,30.0,939.0,2015,BROTHER INDUSTRIES LIMITED,-0.029500000000000002
1,32,44.0,328.0,3,39.0,1,76.0,137.0,41,210.0,553,418.64977022698787,261.0,357.94894756277694,72,466.0,333.03157793395593,2015,GETAC TECHNOLOGY CORP,-0.31670000000000004
1,5,82.0,774.0,2,407.0,1,41.0,435.0,32,539.0,440,418.64977022698787,1.0,715.0,13,83.0,557.0,2015,FUJITSU GENERAL LIMITED,-0.0538
90,4,692.0,445.7999546896239,2,59.0,1,16.0,570.0,26,267.0,387,418.64977022698787,8.0,765.0,5,34.0,247.0,2015,DIEBOLD NIXDORF INC,-0.09029999999999999
94,64,111.0,445.7999546896239,2,153.0,1,25.0,110.0,29,316.0,393,418.64977022698787,935.0,357.94894756277694,51,550.0,333.03157793395593,2015,PRIMAX ELECTRONICS LTD.,-0.1471
82,63,641.0,445.7999546896239,1,936.0,1,9.0,866.0,25,365.0,351,418.64977022698787,1.0,215.0,7,74.0,438.0,2015,MICRO-STAR INTERNATIONAL COMPANY LIMITED,-0.0746
82,90,880.0,445.7999546896239,1,874.0,1,8.0,726.0,25,458.0,342,418.64977022698787,1.0,897.0,3,57.0,197.0,2015,QISDA CORP,-0.1115
81,28,223.0,445.7999546896239,1,873.0,1,8.0,91.0,25,224.0,341,418.64977022698787,366.0,357.94894756277694,44,354.0,333.03157793395593,2015,ASIA VITAL COMPONENTS,-0.2546
68,9,620.0,445.7999546896239,1,601.0,90,530.0,437.0365710630131,20,853.0,291,418.64977022698787,1.0,149.0,9,97.0,171.0,2015,CHICONY ELECTRONICS COMPANY LIMITED,-0.0567
72,2,647.0,445.7999546896239,1,653.0,95,788.0,437.0365710630131,22,406.0,301,418.64977022698787,158.0,357.94894756277694,39,400.0,333.03157793395593,2015,RITEK CORPORATION,
49,71,552.0,445.7999546896239,1,98.0,65,930.0,437.0365710630131,14,961.0,202,418.64977022698787,1.0,734.0,16,54.0,698.0,2015,HTC CORPORATION,
41,63,133.0,445.7999546896239,997,400.9971119806223,55,332.0,437.0365710630131,12,593.0,181,418.64977022698787,1.0,174.0,5,56.0,711.0,2015,CATCHER TECHNOLOGY COMPANY,-0.0054
45,33,37.0,445.7999546896239,1,63.0,60,266.0,437.0365710630131,13,907.0,193,418.64977022698787,689.0,357.94894756277694,24,454.0,333.03157793395593,2015,ELITEGROUP COMPUTER SYSTEMS COMPANY LIMITED,-0.09880000000000001
42,7,342.0,445.7999546896239,1,151.0,57,537.0,437.0365710630131,12,639.0,213,418.64977022698787,1.0,841.0,1,71.0,612.0,2015,RINNAI CORPORATION,-0.0175
35,15,609.0,445.7999546896239,831,400.9971119806223,46,734.0,437.0365710630131,10,726.0,151,418.64977022698787,713.0,357.94894756277694,18,861.0,333.03157793395593,2015,MITAC HOLDINGS CORP,-0.3997
33,7,248.0,445.7999546896239,784,400.9971119806223,43,963.0,437.0365710630131,10,73.0,142,418.64977022698787,724.0,357.94894756277694,17,713.0,333.03157793395593,2015,GIGA-BYTE TECHNOLOGY COMPANY LIMITED,-0.0891
33,3,817.0,445.7999546896239,776,400.9971119806223,43,923.0,437.0365710630131,10,123.0,141,418.64977022698787,541.0,357.94894756277694,17,800.0,333.03157793395593,2015,ADVANTECH CO LTD,-0.018799999999999997
28,86,636.0,445.7999546896239,803,400.9971119806223,38,274.0,437.0365710630131,7,760.0,143,418.64977022698787,3.0,758.0,1,72.0,147.0,2015,ACER INC,-0.1548
24,20,798.0,445.7999546896239,560,400.9971119806223,32,190.0,437.0365710630131,7,491.0,102,418.64977022698787,174.0,357.94894756277694,13,172.0,333.03157793395593,2015,MERRY ELECTRONICS CO LTD,-0.09570000000000001
13,77,929.0,445.7999546896239,457,400.9971119806223,19,403.0,437.0365710630131,3,845.0,75,418.64977022698787,759.0,357.94894756277694,77,994.0,333.03157793395593,2015,LOGITECH INTERNATIONAL SA,-0.011899999999999999
38,12,45.0,197.0,87,195.0,50,69.0,785.0,11,88.0,15,870.0,245.0,357.94894756277694,14,49.0,83.0,2015,HANNSTAR DISPLAY CORP,
16,35,14.0,670.0,38,827.0,22,0.0,663.0,5,4.0,7,5.0,9.0,799.0,37,37.0,194.0,2015,ABB LIMITED,-0.053399999999999996
9,14,35.0,450.0,20,492.0,12,56.0,6.0,2,69.0,3,817.0,71.0,109.0,3,14.0,79.0,2015,CISCO SYSTEMS INCORPORATED,-0.0111
11,6,77.0,780.0,27,492.0,14,99.0,778.0,3,38.0,5,77.0,30.0,166.0,1,4.0,10.0,2015,EATON CORP PLC,-0.0525
7,42,5.0,247.0,16,431.0,9,29.0,870.0,2,16.0,2,990.0,38.0,209.0,4,52.0,26.0,2015,WALSIN LIHWA CORP,-2.0326
7,88,73.0,825.0,18,732.0,10,50.0,136.0,2,45.0,3,409.0,7.0,531.0,2,46.0,51.0,2015,PRYSMIAN SPA,-0.2681
9,18,49.0,873.0,21,563.0,12,29.0,88.0,2,85.0,3,927.0,3.0,358.0,67,35.0,978.0,2015,FURUKAWA ELECTRIC CO LTD,-0.6738
8,57,51.0,981.0,20,807.0,11,20.0,317.0,2,60.0,3,836.0,16.0,271.0,1,25.0,35.0,2015,SGL CARBON SE,
8,9,71.0,705.0,20,850.0,11,6.0,629.0,2,45.0,3,873.0,32.0,262.0,88,56.0,933.0,2015,EMERSON ELECTRIC CO,-0.0252
6,57,33.0,297.0,15,346.0,8,79.0,813.0,2,4.0,2,797.0,3.0,980.0,3,59.0,56.0,2015,NIDEC CORPORATION,-0.0727
5,98,24.0,947.0,18,773.0,7,7.0,431.0,1,57.0,3,619.0,68.0,561.0,14,79.0,373.0,2015,OSRAM LICHT AG,-0.0827
4,37,1.0,209.0,12,333.0,5,49.0,778.0,1,24.0,2,334.0,33.0,834.0,18,80.0,113.0,2015,NEXANS SA,-0.21850000000000003
3,2,63.0,55.0,7,288.0,4,7.0,167.0,93,265.0,1,339.0,5.0,77.0,19,92.0,924.0,2015,REGAL BELOIT CORP,-0.0935
2,81,27.0,442.0,6,504.0,3,74.0,732.0,87,296.0,1,181.0,5.0,809.0,6,44.0,666.0,2015,LS INDUSTRIAL SYSTEMS COMPANY LIMITED,-0.23199999999999998
2,17,32.0,173.0,5,368.0,2,94.0,107.0,66,572.0,990,418.64977022698787,5.0,508.0,44,38.0,665.0,2015,COMMSCOPE HOLDING COMPANY INC,-0.08789999999999999
1,72,64.0,818.0,4,654.0,2,30.0,141.0,53,101.0,861,418.64977022698787,8.0,238.0,70,4.0,893.0,2015,MOTOROLA SOLUTIONS INCORPORATION,-0.023
2,7,44.0,84.0,4,753.0,2,76.0,46.0,64,660.0,865,418.64977022698787,112.0,357.94894756277694,1,46.0,15.0,2015,NIPPON CARBON CO LTD,-1.238
1,90,81.0,50.0,4,581.0,2,56.0,322.0,59,155.0,835,418.64977022698787,2.0,560.0,8,61.0,556.0,2015,FUJIKURA LTD,-0.09720000000000001
1,78,51.0,330.0,4,195.0,2,39.0,424.0,55,386.0,765,418.64977022698787,1.0,431.0,7,53.0,542.0,2015,GS YUASA CORPORATION,-0.10869999999999999
1,70,12.0,653.0,5,684.0,2,2.0,609.0,43,840.0,1,104.0,26.0,84.0,7,49.0,486.0,2015,LEGRAND S.A.,-0.0187
1,72,43.0,414.0,4,59.0,2,31.0,93.0,51,863.0,720,418.64977022698787,26.0,386.0,3,5.0,925.0,2015,LS CORPORATION,-0.0683
1,33,23.0,945.0,3,555.0,1,83.0,680.0,40,26.0,664,418.64977022698787,7.0,27.0,19,73.0,703.0,2015,JUNIPER NETWORKS INC,-0.017
1,44,44.0,639.0,3,963.0,2,0.0,518.0,43,68.0,743,418.64977022698787,9.0,124.0,6,99.0,24.0,2015,"ROCKWELL AUTOMATION,INC. ",-0.0132
72,88,72.0,445.7999546896239,17,153.0,86,212.0,437.0365710630131,13,99.0,2,272.0,1.0,10.0,67,64.0,256.0,2015,TELEFONAKTIEBOLAGET LM ERICSSON,-0.0045000000000000005
98,12,358.0,445.7999546896239,2,293.0,1,31.0,34.0,30,427.0,415,418.64977022698787,207.0,357.94894756277694,3,78.0,691.0,2015,WEG S.A.,-0.0363
97,63,766.0,445.7999546896239,2,277.0,1,30.0,632.0,30,337.0,415,418.64977022698787,554.0,357.94894756277694,2,67.0,588.0,2015,MABUCHI MOTOR CO LTD,-0.053399999999999996
78,25,935.0,445.7999546896239,1,809.0,1,3.0,853.0,24,267.0,330,418.64977022698787,14.0,174.0,4,48.0,42.0,2015,HAVELLS INDIA LTD,-0.087
46,8,200.0,445.7999546896239,1,497.0,56,357.0,437.0365710630131,12,437.0,290,418.64977022698787,5.0,331.0,21,859.0,333.03157793395593,2015,ACBEL POLYTECH INC,-0.2728
40,23,957.0,445.7999546896239,813,400.9971119806223,47,613.0,437.0365710630131,11,26.0,148,418.64977022698787,3.0,886.0,19,387.0,333.03157793395593,2015,TA YA ELECTRIC WIRE CABLE CO LTDTA YA   ELECTRIC WIRE CABLE CO LTD,
28,46,737.0,445.7999546896239,700,400.9971119806223,38,726.0,437.0365710630131,8,757.0,128,418.64977022698787,617.0,357.94894756277694,32,238.0,333.03157793395593,2015,USHIO INC,-0.034
15,35,952.0,445.7999546896239,378,400.9971119806223,20,768.0,437.0365710630131,4,709.0,70,418.64977022698787,369.0,357.94894756277694,9,24.0,946.0,2015,BIZLINK HOLDING INC,-0.1043
13,41,624.0,445.7999546896239,400,400.9971119806223,19,25.0,437.0365710630131,3,906.0,76,418.64977022698787,1.0,283.0,4,36.0,700.0,2015,INFINERA CORPORATION,-0.0302
13,39,285.0,445.7999546896239,330,400.9971119806223,17,553.0,437.0365710630131,4,75.0,61,418.64977022698787,280.0,357.94894756277694,7,164.0,333.03157793395593,2015,ADVANCED LITHIUM ELECTROCHEMISTRY(KY)CO LTD,
9,64,912.0,445.7999546896239,208,400.9971119806223,12,142.0,437.0365710630131,2,834.0,38,418.64977022698787,451.0,357.94894756277694,4,983.0,333.03157793395593,2015,ADVANCED CERAMIC X CORPORATION,-0.0375
65,47,75.0,20.0,1,49.0,87,8.0,59.0,20,41.0,27,25.0,11.0,587.0,37,24.0,49.0,2015,COOPER TIRE & RUBBER CO,-188.84759999999997
48,95,67.0,491.0,1,12.0,66,28.0,41.0,15,1.0,20,486.0,15.0,59.0,2,60.0,28.0,2015,BRIDGESTONE CORPORATION,-0.12179999999999999
40,50,22.0,533.0,89,918.0,55,69.0,380.0,12,35.0,16,520.0,1.0,915.0,3,40.0,85.0,2015,COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN SCA,-0.1631
9,39,74.0,894.0,30,295.0,12,92.0,998.0,2,84.0,5,795.0,2.0,14.0,5,42.0,73.0,2015,PIRELLI & C SPA,-0.184
13,48,79.0,861.0,32,5.0,18,14.0,874.0,4,10.0,5,735.0,29.0,570.0,1,9.0,75.0,2015,HANKOOK TIRE & TECHNOLOGY CO LTD,-0.1967
8,38,73.0,141.0,19,585.0,11,20.0,299.0,2,59.0,3,558.0,3.0,372.0,53,82.0,435.0,2015,SUMITOMO RUBBER INDUSTRIES LTD,-0.1491
7,61,58.0,235.0,17,764.0,10,28.0,445.0,2,34.0,3,262.0,2.0,503.0,33,7.0,309.0,2015,YOKOHAMA RUBBER CO LTD,-0.17809999999999998
5,60,86.0,839.0,12,862.0,7,58.0,519.0,1,72.0,2,346.0,1.0,620.0,26,47.0,574.0,2015,TOYO TIRE CORP,-0.11320000000000001
2,11,75.0,424.0,4,989.0,2,83.0,215.0,64,911.0,906,418.64977022698787,1.0,717.0,6,7.0,127.0,2015,YAMAHA CORPORATION,-0.0883
1,50,81.0,745.0,3,356.0,1,85.0,477.0,42,183.0,621,418.64977022698787,2.0,45.0,2,85.0,626.0,2015,NOKIAN TYRES PLC,-0.0499
1,41,77.0,193.0,3,273.0,1,99.0,504.0,41,860.0,600,418.64977022698787,1.0,410.0,1,64.0,488.0,2015,"SEGA SAMMY HOLDINGS,INCORPORATED ",-0.09960000000000001
1,10,81.0,724.0,2,423.0,1,68.0,853.0,31,153.0,454,418.64977022698787,907.0,357.94894756277694,12,58.0,422.0,2015,CHENG SHIN RUBBER INDUSTRIES COMPANY LIMITED,-0.0222
80,77,614.0,445.7999546896239,1,897.0,1,24.0,879.0,21,450.0,353,418.64977022698787,2.0,247.0,55,150.0,333.03157793395593,2015,BANDAI NAMCO HOLDINGS INC,-0.0177
58,27,62.0,445.7999546896239,1,417.0,49,141.0,437.0365710630131,8,997.0,261,418.64977022698787,4.0,57.0,19,938.0,333.03157793395593,2015,AMER SPORTS OYJ,-0.0305
4,66,744.0,445.7999546896239,19,400.9971119806223,790,174.27399557825723,437.0365710630131,150,280.59339193219273,5,418.64977022698787,17.0,334.0,30,331.0,333.03157793395593,2015,"HASBRO,INC. ",-0.0007000000000000001
8,54,53.0,348.0,20,164.0,11,20.0,486.0,2,61.0,3,593.0,1.0,11.0,11,17.0,0.0,2015,WELSPUN INDIA LIMITED,-1.3511000000000002
13,56,47.0,342.0,31,957.0,17,97.0,424.0,4,16.0,5,797.0,1.0,4.0,4,12.0,26.0,2015,AKSA AKRILIK KIMYA SANAYII A.S.,-1.8757
5,19,39.0,819.0,14,331.0,7,9.0,442.0,1,56.0,2,621.0,56.0,447.0,77,38.0,787.0,2015,FORMOSA TAFFETA COMPANY LIMITED,-0.5997
3,40,10.0,907.0,8,180.0,4,48.0,582.0,1,3.0,1,457.0,36.0,613.0,31,55.0,112.0,2015,COATS GROUP PLC,-0.4152
2,65,13.0,840.0,6,429.0,3,50.0,37.0,81,822.0,1,140.0,10.0,784.0,20,48.0,642.0,2015,EVEREST TEXTILE COMPANY LIMITED,-1.8947
2,54,77.0,305.0,6,264.0,3,37.0,911.0,77,150.0,1,85.0,19.0,737.0,8,76.0,77.0,2015,ZIG SHENG INDUSTRIAL COMPANY LIMITED,
1,79,27.0,984.0,6,49.0,2,32.0,769.0,53,204.0,980,418.64977022698787,28.0,339.0,11,56.0,654.0,2015,TAINAN SPINNING COMPANY LIMITED,-0.8751000000000001
16,78,986.0,445.7999546896239,457,400.9971119806223,21,642.0,437.0365710630131,4,922.0,80,418.64977022698787,3.0,509.0,3,45.0,295.0,2015,CHOKWANG LEATHER COMPANY LIMITED,-0.32630000000000003
16,74,93.0,807.0,88,416.0,10,15.0,910.0,1,97.0,11,429.0,64.0,76.0,24,35.0,43.0,2015,ITC LTD,-0.21100000000000002
96,16,360.0,445.7999546896239,3,552.0,1,13.0,971.0,24,393.0,669,418.64977022698787,44.0,820.0,4,50.0,392.0,2015,KT & G CORPORATION,-0.0088
35,14,963.0,445.7999546896239,804,400.9971119806223,46,748.0,437.0365710630131,10,960.0,146,418.64977022698787,86.52003377341111,357.94894756277694,11,75.0,531.0,2015,SWEDISH MATCH AB,-0.0108
9,18,83.0,176.0,79,749.0,1,5.0,704.0,20,641.0,8,182.0,85.0,25.0,11,43.0,69.0,2015,YUE YUEN INDUSTRIAL (HOLDINGS) LTD,-0.6723
8,77,12.0,185.0,22,822.0,11,37.0,111.0,2,62.0,3,911.0,34.0,449.0,1,97.0,81.0,2015,POU CHEN CORPORATION,-0.2908
3,1,64.0,436.0,12,888.0,3,34.0,500.0,63,859.0,2,398.0,2.0,91.0,2,22.0,71.0,2015,"HANESBRANDS,INC. ",-0.08960000000000001
3,84,6.0,642.0,9,512.0,5,41.0,459.0,1,15.0,1,766.0,12.0,648.0,42,8.0,722.0,2015,ESSILORLUXOTTICA SA,-0.0336
2,96,86.0,593.0,10,595.0,5,54.0,991.0,70,508.0,2,108.0,66.0,69.0,89,99.0,946.0,2015,CHRISTIAN DIOR,-0.0058
2,57,73.0,726.0,6,213.0,3,52.0,756.0,75,776.0,1,95.0,7.0,144.0,48,96.0,991.0,2015,FENG TAY ENTERPRISES COMPANY LIMITED,-0.1858
2,13,36.0,632.0,3,890.0,2,16.0,780.0,49,442.0,719,418.64977022698787,41.0,256.0,44,2.0,960.0,2015,GUNZE LTD,-1.0571
74,7,264.0,445.7999546896239,3,233.0,69,264.0,437.0365710630131,15,49.0,422,418.64977022698787,2.0,23.0,1,19.0,91.0,2015,ANTA SPORTS PRODUCTS LIMITED,-0.0519
82,37,278.0,445.7999546896239,3,112.0,1,15.0,63.0,22,288.0,545,418.64977022698787,10.0,588.0,3,32.0,953.0,2015,COMPAGNIE FINANCIERE RICHEMONT SA,-0.0028000000000000004
6,97,700.0,445.7999546896239,1,97.0,43,611.0,437.0365710630131,9,459.0,259,418.64977022698787,21.0,817.0,6,38.0,658.0,2015,KERING,0.0
46,62,92.0,81.0,1,6.0,61,99.0,5.0,14,53.0,19,42.0,16.0,36.0,25,55.0,33.0,2015,SHENMA INDUSTRY CO LTD,-2254.9538000000002
5,66,75.0,94.0,27,31.0,5,96.0,2.0,1,31.0,3,99.0,2.0,58.0,92,12.0,34.0,2015,SAUDI BASIC INDUSTRIES CORPORATION SJSC,-0.8567
2,60,13.0,93.0,6,14.0,3,34.0,67.0,77,31.0,1,12.0,1.0,82.0,39,91.0,70.0,2015,LYONDELLBASELL INDUSTRIES NV,-0.5468999999999999
1,45,4.0,12.0,3,12.0,1,61.0,44.0,36,91.0,59,346.0,28.0,47.0,9,54.0,91.0,2015,FORMOSA CHEMICALS & FIBRE CORPORATION,-2.6702
53,3,34.0,372.0,1,65.0,69,63.0,703.0,16,21.0,26,550.0,5.0,10.0,73,75.0,73.0,2015,TATA CHEMICALS LIMITED,-4.4716000000000005
1,11,5.0,11.0,2,87.0,1,38.0,0.0,28,73.0,53,929.0,16.0,55.0,6,22.0,82.0,2015,FORMOSA PLASTICS CORPORATION,-3.7402999999999995
1,1,6.0,77.0,2,30.0,1,30.0,31.0,30,18.0,42,328.0,5.0,1.0,10,10.0,6.0,2015,LG CHEM LIMITED,-0.7278
